title,summary,tags
Unexpected synthesis of aziridines under CU(I) catalyzed kinugasa conditions assisted by microwave irradiation,"Cu(I)-catalyzed 1,3-dipolar cycloaddition between chiral nitrone and terminal alkynes under microwave irradiation afforded a series of enantiopure aziridines with the creation of two contiguous stereogenic centers.","['sdv', 'chim']"
Localized necking in elastomer-supported metal layers: impact of kinematic hardening,"The present paper deals with localized necking in stretched metal sheets using the initial imperfection approach. The first objective is to study the effect of kinematic hardening on the formability of a freestanding metal layer. To this end, the behavior of the metal layer is assumed to follow the rigid-plastic rate-independent flow theory. The isotropic (resp. kinematic) hardening of this metal is modeled by the Hollomon (resp. Prager) law. A parametric study is carried out in order to investigate the effect of kinematic hardening on the formability limits. It is shown that the effect of kinematic hardening on the ductility limit is noticeably different depending on the strain path considered. The second aim of the paper is to analyze the effect of an elastomer substrate, perfectly bonded to the metal layer, on the formability of the whole bilayer. It is found that the addition of an elastomer layer substantially enhances the formability of the bilayer, in agreement with earlier studies.",['spi']
Study of Pansharpening Methods Applied to Hyperspectral Images of Sediment Cores,"Spectroscopic and imaging sensors are very useful methods in analytical chemistry because they are fast, cost effective, very informative analysis. Recent works search to fused them to create a new sensor with different spectral range to increase spectral and thus chemical information to create robust and precise prediction models. Remote sensing already used fusion methods to increase spatial resolution for spectral sensors. In this paper, we propose to use pixel level data fusion methods on laboratory sensors to check their availability to increase spatial information with low effect on both dimensions (spectral and spatial). The methodology presents two steps, first the registration to fit spatially the sensors and then the fusion step to estimate each sensor at the optimal resolution. The proposed method was used on three sediment cores, that are living sample which can move, crack. They are imaged sequentially with two sensors that do not overlap spectrally: visible near infrared VNIR (400-1000 nm, pixel size: 60 μm), short wave infrared SWIR (1000-2500 nm, pixel size: 190 μm). The registration step allows to have a correlation above 0.9 with still spatial defect bring by the samples that cannot be removed. The twenty-one state of the art pixel level data fusion methods seems to be less relevant than a bicubic interpolation for the case of the laboratory hyperspectral images of sediment cores.","['info', 'math', 'chim']"
Change analysis using multitemporal Sentinel-1 SAR images,"Multitemporal Synthetic Aperture Radar (SAR) images are suitable and useful for analyzing changes on the Earth’s surface due to the operation in all-time and all weather conditions of SAR system. Change detection methods can be used in a wide range of applications, such as environmental monitoring, agricultural surveys, urban studies, forest monitoring etc. The ESA Sentinel-1 European Radar Observatory is the constellation of two C-band radar satellites providing SAR images in single and dual polarization for different acquisition modes: Strip Map (SM), Interferometric Wide Swath (IW) and Extra Wide Swath (EW) with a repeat cycle of 12 days (1 satellite) or 6 days (2 satellites). Sentinel data are made available recently and free of charge to all data users and thus, opening new opportunities and challenges to process new data. This paper presents a method for analyzing SAR image time series and provides initial change detection results on a time series of 11 descending IW Level-1 Single Look Complex (SLC) Sentinel-1 SAR images over Chamonix-Mont-Blanc, France. This method is based on the change detection matrix which identifies the presence of changes in the time series.",['info']
Glaciers : inventaire photographique des glaciers du massif du Mont Blanc,"Inventaire symbolique des principaux glaciers du massif du Mont-Blanc en France, en Italie et en Suisse, le présent livre fait un état des lieux à mi-parcours de l’exploration à la fois plastique et documentaire menée par la photographe. Chacun des glaciers représenté a été photographié entre juin et septembre, après la fonte des neiges.","['sde', 'shs']"
Change analysis of dual polarimetric Sentinel-1 SAR image time series using stationary wavelet transform and change detection matrix,"Change detection is a difficult task which intends to determine the changes of specific features within a certain time interval. These change features are various and come from different causes. Synthetic aperture radar (SAR) imagery is particularly appropriate for change detection thanks to the data acquisition possibility independently of Sun illumination and cloud coverage of SAR system. The launch of new generation satellites allows to collect SAR image time series of fine spatial/temporal resolution images from repeat-pass orbits. The Sentinel-1 SAR data are recently supplied free of charge for all data users, thus opening new opportunities and challenges to process new data. This paper provides initial change detection results on a time series of 10 dual polarimetric IW level-1 single look complex (SLC) Sentinel-1 SAR images acquired in descending pass over Chamonix-Mont-Blanc, France. The presence of changes occurring in the time series is identified in the change detection matrix (CDM) constructed by similarity cross tests between wavelet extracted features issued from stationary wavelet transform (SWT).",['info']
INTERGEO – A DIGITAL PLATFORM FOR EDUCATION TO GEOMORPHOSITES,"The working group on Geomorphosites of the International Association of Geomorphologists (IAG) is active since 2001 and has developed research activities on issues related to the geomorphological heritage (geomorphosites) [1]. In parallel to the research activities, several intensive courses for Ph.D. and Master students have been organized since 2006 in various universities (Lausanne, Lesvos, Minho, Savoie, Beni Mellal) and a textbook for students was edited in 2009 [2]. The platform INTERGEO is prepared as a way to disseminate knowledge on geomorphological heritage, in particular in universities of developing countries where access to scientific papers and textbooks is not easy. It aims at improving students' autonomy by the reduction of frontal teaching and increasing autonomous learning as well as promoting international interactions between students interested in geomorphosite topics. The course, developed with the Learning Management System Moodle, is a completely free-access course. It is divided into four parts: (1) Generalities – definitions, links with heritage and landscape studies, active geomorphosites, the IAG working group; (2) Methods – selection and assessment, mapping issues, geomorphosite visualization, technical and digital tools in geomorphosite studies; (3) Conservation and promotion – example of geomorphosite studies related to geoconservation, geoparks, protected areas, World Heritage Sites, geotourism and interpretation, and natural hazards; (4) Examples – cultural, karstic, coastal, mountainous, fluvial, volcanic and anthropogenic geomorphosites. Each chapter contains a short description, a list of references, selected publications, as well as other educational material, e.g. videos, virtual fieldtrips, etc. The content of the course will evolve and will be completed in the future. The content is currently being prepared and will be tested by the six universities involved in the project during the academic year 2015–2016. Each university will use INTERGEO as a support for the specific courses on geoconservation and geomorphological heritage. Each team will then carry out fieldwork and will exchange on the results during a virtual international conference to be organized in Summer 2016 (the various teams will interact by video-conferences). The course will then be fully open-access by September 2016.","['phys', 'sde', 'shs']"
Mining useful Macro-actions in Planning,"Planning has achieved significant progress in recent years. Among the various approaches to scale up plan synthesis, the use of macro-actions has been widely explored. As a first stage towards the development of a solution to learn on-line macro-actions, we propose an algorithm to identify useful macro-actions based on data mining techniques. The integration in the planning search of these learned macro-actions shows significant improvements over six classical planning benchmarks.",['info']
Domain of attraction estimation of cancer chemotherapy model affected by state proportional uncertainty,This paper proposes an analytical method for the characterization of the set of all initial tumor and normal states of a cancer dynamical model for which there exists a successful drug administration therapy. The dynamical model considered simulates the behavior of the tumor and the normal cells populations growth in presence of a chemotherapy drug. This model is assumed to be affected by a state proportional uncertainty. The successful drug administration therapy is attained by respecting the tumor eradication and avoiding the lower admissible bound of the normal cells population which is viewed as an indicator of the patients health. The problem is posed in terms of domain of attraction computation and is solved by applying set theory and invariance tools.,"['math', 'spi']"
Un cadre pour les méthodes de Monte Carlo adaptatives,Adaptive Monte Carlo methods are powerful variance reduction techniques.,['math']
"Description and quantification of the EU protection for imported fruits, vegetables, olive oil and processed foods from Mediterranean countriesDescription et quantification de la protection de l'huile d'olive dans l'UE","En 1966 était créée une Organisation commune de marché pour les huiles et matières grasses qui visait à encourager la production et les importations dans ce secteur tout en protégeant le marché de l'huile d'olive dans la Communauté européenne. A l'aube de la mise en place de la dernière réforme de la politique de soutien à l'huile d'olive, le rapport vise à la quantification du niveau de protection (soutien interne et protection à la frontière) dans ce secteur.",['shs']
Image processing using proper orthogonal and dynamic mode decompositions for the study of cavitation developing on a NACA0015 foil,"The purpose of the present study is to get a better understanding of the hydrodynamic instabilities of sheet cavities which develop along solid walls. The main objective is to highlight the spatial and temporal behavior of such a cavity when it develops on a NACA0015 foil at high Reynolds number. Experimental results show a quasi-steady, periodic, bifurcation domain, with aperiodic cavity behavior corresponding to σ/2α values of 5.75, 5, 4.3 and 3.58. Robust mathematical methods of signal postprocessing (proper orthogonal decomposition and dynamic mode decomposition) were applied in order to emphasize the spatio-temporal nature of the flow. These new techniques put in evidence the 3D effects due to the reentrant jet instabilities or due to propagating shock wave mechanism at the origin of the shedding process of the cavitation cloud.",['spi']
(A new time of flight) Acoustic flow meter using wide band signals and adaptive beamforming techniques,"In this paper we present the result of our research concerning the improvement ofacoustic time of flight flow metering for water pipes. Current flow meters are based on theestimation of direct time of flight by matched filtering of the received and emitted signals byacoustic transducers. Currently, narrow band signals are used, as well as a single emitter/receptortransducer configuration. Although simple, this configuration presents a series of limitationssuch as energy losses due to pipe wall/water interface, pressure/flow transients, sensitivity toflow induced vibrations, acoustic beam deformations and shift due to changes in flow velocityand embedded turbulence in the flow. The errors associated with these limitations reduce theoverall robustness of existing flow meters, as well as the measured flow rate range and loweraccuracy. In order to overcome these limitations, two major innovations were implemented atthe signal processing level. The first one concerns the use of wide band signals that optimise thepower transfer throughout the acoustic path and also increase the number of velocity/flowreadings per second. Using wide band signals having a high duration-bandwidth productincreases the precision in terms of time of flight measurements and, in the same time, improvesthe system robustness. The second contribution consists in the use of a multiple emitter – multiple receivers configuration (for one path) in order to compensate the emitted acoustic beamshift, compensate the time of flight estimation errors and thus increase the flow meter’srobustness in case of undesired effects such as the “flow blow” and transient/rapid flowrate/velocity changes. Using a new signal processing algorithm that take advantage of thecontrolled wide band content coming from multiple receivers, the new flow meters achieves ahigher accuracy in terms of flow velocity over a wider velocity range than existing systems.Tests carried out on real scale experimental facility showed an increase in acoustic time of flightestimation, accuracy of 50% with respect to the existing measurements techniques based onlyon signal correlation.",['spi']
Compensation of position offset of acoustic transducers using compressive sensing concept,"This paper presents a new technique for acoustic transducers position offset compensation, based on compressive sensing reconstruction in the warped domain. In underwater acoustics, the transducers relative position is important for applications involving direction of arrival estimation, localization or source detection. When the transmitter-receiver transducers configuration is inappropriate, the received signal's informational content is not the same as the one of the emitted signal. In the case of applications such as underwater objects tracking, the experimental setup constraints and the water flow operational conditions lead to the perturbation of the emitted and received signals propagation. We use compressive sensing reconstruction of the received signal, in the warped domain, in order to recover its missing spectral information due to wave's propagation. Tests were conducted in a reduced scale experimental facility, in order to prove the interest of using the signal compressive sensing recovery for the signal's time of arrival estimation and to quantify the improvement introduced by this signal processing method. The results show that the time of arrival estimation can be considerably improved after the received signal's samples recovery, with the matched filter response improvement.","['math', 'spi']"
Flow velocity profiling using acoustic time of flight flow metering based on wide band signals and adaptive beam-forming techniques,"In this paper, we present a novel approach to non-intrusive flow velocity profilingtechnique using multi-element sensor array and wide-band signal’s processing methods. Conventional techniques for the measurements of the flow velocity profiles are usually basedon intrusive instruments (current meters, acoustic Doppler profilers, Pitot tubes, etc.) that takepunctual velocity readings. Although very efficient, these choices are limited in terms ofpractical cases of applications especially when non-intrusive measurements techniques arerequired and/or a spatial accuracy of the velocity profiling is required This is due to factorsrelated to hydraulic machinery down time, the often long time duration needed to explore theentire section area, the frequent cumbersome number of devices that needs to be handledsimultaneously, or the impossibility to perform intrusive tests. In the case of non-intrusive flowprofiling methods based on acoustic techniques, previous methods concentrated on using alarge number of acoustic transducers placed around the measured section. Although feasible,this approach presents several major drawbacks such as a complicated signal timing,transmission, acquisition and recording system, resulting in a relative high cost of operation. Inaddition, because of the geometrical constraints, a desired number of sensors may not beinstalled. Recent results in acoustic flow metering based on wide band signals and adaptivebeamforming proved that it is possible to achieve flow velocity profiles using less acoustictransducers. In a normal acoustic time of flight path the transducers are both emitters andreceivers, sequentially changing their roles. In the new configuration, proposed in this paper, two new receivers are added on each side. Since the beam angles of each acoustic transducerare wide enough the newly added transducers can receive the transmitted signals and additionaltime of flight estimation can be done. Thus, several flow velocities are possible to becomputed. Analytically defined emitted wide band signals makes possible the identification ofsignals coming from each transducer. Using the adaptive beam-forming algorithm thereceiving transducers can record different signals from the receiver, equivalent to differentpropagation paths. Therefore, different measurements of time of flight are possible, leading toadditional flow velocity measurements. Results carried out in an experiment facility belongingto ICPE-CA, Bucharest - Romania allowed to the validation of the flow velocities computedusing this new technique, in symmetric, asymmetric and uneven flow conditions. The acousticderived values were referenced with those provided from a Pitot tube probe installed in the testchannel and the results obtained by the method proposed in this paper are relatively close tothis reference.",['spi']
Exploring Gender Differences in Graduation Proficiency in Mathematics Education Using a Markov Chain Model: Implications for Economic Growth in Nigeria,"This study employs an ex-post facto research design to explore the fluctuations of gender difference in academic achievement among graduating students of mathematics education. Graduation statistics for a total of 1106 graduating students of mathematics education (923 males and 183 females) from a University in North Central Nigeria were used to design a discrete-time Markov chain model for the movement of the difference (d) in graduating proficiency from one range of values (states) to the other. Additional goodness of fit test (χ 2 = 1.731, p = 0.99924) and t-test (t = 0.4055, p = 0.6852) unveiled that d has stayed much the same over the 12 graduation cycles used in the study, and that whatever factors determine the difference in academic achievement between male and female graduating students of mathematics education on a graduation cycle basis have remained much the same over the years. Further analysis of the model predicted the closure of the observed gender gap in the next 15 graduation cycles (p 15). The results of this study has specifically highlighted the fact that female graduates of mathematics education are as proficient as their male counterparts in driving value added services in and beyond the education sub-sector of the Nigerian economy. Based on the findings of this study, it was recommended that future work may consider an in-depth investigation of the sensitivity of parameters that may have influenced specific probabilities given in the model.","['math', 'shs']"
COMBINED EFFECT OF EUCALYPTUS MICROCORYS AQUEOUS EXTRACT AND LIGHT ON PATHOGENIC ESCHERICHIA COLI SURVIVAL IN AQUATIC MICROCOSM,"Microcosm experiments were carried out to investigate the effect of Eucalyptus microcorysaqueous plant extract on pathogenic Escherichia colisurvival in water. The results clearly showed that the combined effect of light andextract concentration impacted significantly survivalof thebacteria. The dark inhibition coefficient (KD) was 0.102 h-1, 0.116 h-1, 0.111 h-1, 0.123 h-1, 0.136 h-1and 0.146 h-1with 0.05%, 0.1%, 0.5%, 1%, 1.5% and 2% of extract concentration respectively. In the light conditions, we noted a relative increase of light inhibition coefficient (KL).The Self-Organizing Map according to incubation duration of cells in the extract solution permitted to group bacterial abundances in three clusters. Cluster I is the abundance of cellsregistered after 24 hours incubation in the plant extract solution. Cluster II is made up of all cells abundances registered after 9 and 12 hours incubation and Cluster III is constituted by cells abundances obtained after 3 and 6 hours incubation. Globally, for extract concentration 1, 1.5 and 2%, a calculation using Chick-Watson model resulted to a value oflog(N/No) = -0.1Ct which isvery close to chlorine disinfectant Chick-Watson model log(N/No) = -0.16 Ct. These results can improve in thenew alternativemethodof treatmentwater by plant extracts","['sdv', 'sde']"
Lies of the reader: Disadvantages of the sociological research methods for the study of the reading,"The research problems of this study are the difficulties in the explanation of the phenomenon of reading in its accelerated transformations by quantitative sociological methods, because of failure to comply with a number of factors: first, the social aspects of the purchase, consumption and possession of reading materials have not yet been reading; second, reading is both asocial and social activity; third, the reader is not social status, social class, social group or social role. Author's hypothesis: the most accessible and authoritative audience methods for study of the reading – sociological research methods, are unable to disclose the specifics of the reader and reading, they provide limited data only on the outer side of the reading activity, for its quantitative indicators but do not reach to the knowledge about the nature and the reasons both for the reading and not reading. The object of this study is the use of sociological research methods in the study of the reader and the reading. The purpose is to reveal the problems generated by the classical sociological research methods, which fed up the mainstream negativity towards the contemporary reading and hinder his objective knowledge. Methodology/approach: The study was conducted by critical analytical and synthetic approach, which involves a systematic review, comparative analysis of terminology and concepts and educational integrated research on the topic ""Does my microgroup read?"" among Bulgarians over 14 years (2003–2017). Findings: There have been found 15 disadvantages of the sociological methods of the study of reading, as a result of which, science can get a false picture of the reading situation of local and global level. These disadvantages are as follows: 1) research vs. survey, 2) sociological propaganda, 3) the effect of the crowd, 4) fear from the reader, 5) unrecognition of snobbery towards reading and the books, 6) connotations of the word ""reading"" , 7) literature vs. book, 8) the index ""free time"" , 9) reading in the consumer modality, 10) reading as demonstrative consumption, 11) undefined ""reader"" , 12) the respondent lie, 13) the respondent resistance, 14) the prejudice ""compulsory for reading"" , 15) absence of axiological balance. As an alternative to the sociological methods for obtaining of objective results in the study of the reading and the readers is proposed the integrated approach between qualitative sociological methods and the methods of cognitive neuroscience and bibliopsychology.","['math', 'shs']"
"Educational Cloud Services and the Mathematics Confidence, Affective Engagement, and Behavioral Engagement of Mathematics Education Students in Public Universities in Benue State, Nigeria","This study investigated the impact of cloud services on mathematics education students' mathematics confidence, affective engagement, and behavioral engagement in public universities in Benue State, Nigeria. Ex-post facto research design was adopted for the study. The instrument for the study was the researcher-developed Cloud Services Mathematics Attitude Scale-CSMAS (Cronbach Alpha Coefficient = 0.92). The CSMAS was administered to a sample of 328 mathematics education students drawn from the two public universities having operational cloud service delivery system in Benue State. Mean and standard deviation were used to answer research questions while t-test was used in testing the hypotheses. In-depth analysis of data revealed that there is a positive high level of impact of cloud services on the mathematics confidence (cluster mean = 2.85), affective engagement (cluster mean = 2.87) and behavioral engagement (cluster mean = 2.92) of mathematics education students in public universities in Benue State. The t-test analysis of mean attitude ratings established a statistically significant difference between the public universities; as well as male and female students. The outcome of this study has shown that the adoption of cloud services for augmenting learning results in strong positive mentality and confidence among mathematics education students in public universities in Benue State.","['info', 'shs']"
The Taser Brain Journal n°92,"The Taser Brain Journal stands as a defender of the human race, which entered a state of enslavement controlled by the Federal World Government (FWG) and the International Organization of the Digitial Identity (IODI). Across five fragments of the thoughts of citizens, dating from 2016 and recovered through negotiations, the newspaper allows readers to discover the questions and concerns of a lost society.The Taser Brain Journal se dresse comme défenseur de l’espèce humaine arrivée au stade d’asservissement contrôlé par la Federal World Government (FWG) et l’International Organization of the Digitial Identity (IODI). A travers cinq fragments de réflexions citoyennes datant de 2016 et récupérés au fil de négociations, le journal propose aux lecteurs de découvrir les interrogations et les préoccupations d’une société égarée.",['info']
[Objectifs du projet CAP-IRE],"Le projet de recherche CAP-IRE (projet du 7ème PCRD financé par la Commission Européenne), regroupant des Universités et des Centres de Recherche de neuf pays européens différents, se propose d’étudier les différents impacts et les différents rôles que la PAC (et ses réformes successives) peut avoir sur l’économie rurale au sens large. L’objectif général du projet est ainsi d’améliorer la compréhension des mécanismes socio-économiques impliqués et de développer des outils aidant à la conception des politiques agricoles compte tenu des modifications profondes observées dans les zones rurales. Cette première lettre d’information du projet CAP-IRE introduit le projet dans son ensemble, ses enjeux, ses questions de recherche, ainsi que les méthodes employées et les premiers résultats obtenus.",['sdv']
Land planning as a support for sustainable development based on tourism: A case study of Slovak rural region,"Current research details methodological framework for the land planning of the recreational activities based on ecologic approach. Human impacts on landscapes caused by touristic activities should be in accordance with sustainability level, i.e. without changing natural landscape elements, their function and processes, as well as environmental quality. Region of Štiavnické Bane in Slovakia represents a case study area that is completely under nature and landscape conservation. The methodological framework for the planning of recreational activities is based on the methodology of ecologic carrying capacity which is implemented by the Landscape ecological planning. The main result from this work is suitable tourism activities determined by the ecological approach. Methodological steps include spatial analysis, interpretation, evaluations and propositions which were suggested for recreational activities. The most suitable activities for winter periods are downhill skiing, cross-country skiing and winter tourism. For the summer period the best activities are the following ones: hiking, water sports and recreational activities linked to watering and sport fishing. The most suitable activities for the year-round period are service facilities and therapeutic recreational facilities. This sum of the activities represents the level of the land using that has not any negative environmental impact.","['sde', 'phys']"
Proposition and Validation of a Questionnaire to Measure the User Experience in Immersive Virtual Environments,"There are increasing new advances in Virtual Reality technologies as well as a rise in Immersive Virtual Environments research and in User eXperience research. Within this framework, we decided to address the overall user experience in Immersive virtual environments. Indeed, in our point of view, this topic is not fully dealt with in the scientific literature, neither in terms of user experience components nor in terms of user experience measurement methods. It is in this context that we conducted a study aiming at proposing and validating a unified questionnaire on User eXperience in Immersive Virtual Environment. Our questionnaire contains 10 scales measuring presence, engagement, immersion, flow, usability, skill, emotion, experience consequence, judgement and technology adoption. Scale construction was based on existing questionnaires. Our questionnaire was tested on 116 participants after they use the edutainment Virtual Environment “Think and Shoot”. The number of participants allows us to assess the reliability and the sensitivity of our questionnaire. Results show that 9 out of 10 subscales and 68 out of 87 items are reliable as demonstrated by an internal consistency analysis with Cronbach’s alpha and an item analysis. Findings also indicate that the scale scores from 6 subscales are considered normal distributed (e.g. presence) whereas the scale scores from 3 subscales are considered negatively skewed (e.g. skill).",['shs']
New Directions for Data Quality Mining,"As data types and data structures change to keep up with evolving technologies and applications, data quality problems too have evolved and become more complex. Data streams, web logs, wikipedias, biomedical applications, video streams and social networking websites generate a mind boggling variety of data types. Data quality mining, the use of data mining to manage, measure and improve data quality, has focused mostly on addressing each category of data glitch separately as a static entity. In this tutorial we highlight new directions in data quality mining, particularly: (a) the applicability and effectiveness of the methodologies for various data types such as structured, semi-structured and stream data, (b) the detection of concomitant data glitches like the occurrence of outliers in data with missing values and duplicates (c) the design of sequential approaches to data quality mining, such as workflows composed of a sequence of tasks for data quality exploration and analysis. We give a brief overview of past work, introduce current research in this area, and highlight new directions and open problems in data quality mining. The tutorial includes extensive case studies, applications and practical examples.","['info', 'math']"
The night sky and the risks of light pollution,"The First World Atlas of the Artificial Night Sky Brightness, published in 2001 by Pierantonio Cinzano, Fabio Falchi and Christopher D. Edvige, stands out in the history of the ‘dark-sky movement’. Still today, it is a seminal reference work of collective research and one of the most cited studies on light pollution. Fifteen years later, the publication of The New World Atlas of Artificial Night Sky Brightness marks a new phase. This massive attention this study received in the media shows that the negative effects of artificial lighting are no longer only a problem for experts: this is now a public problem. This study also shows that, when trying to quantify light pollution, it is hard to go beyond the artificial indicator of “whether we can see the Milky Way with the naked eye.” This standard has been inherited from the history of struggles against light pollution by amateur astronomers. This new atlas of artificial lighting offers us the occasion to explore how urban lighting was transformed into an environmental problem with global impact, and to bring to light the solutions that are currently proposed, especially in France.","['sde', 'shs']"
R user groups and where to find them,R user groups and where to find them. useR! 2019,['sdv']
Highly Selective CO 2 Capture by Small Pore Scandium-Based Metal–Organic Frameworks,"The selective CO2 adsorption performance of a series of functionalized small pore scandium terephthalate MOFs was explored by quantum and force-field-based molecular simulations. The NO2 derivative was predicted to be highly selective for CO, over N-2 and CH4, outperforming most of the MOFs as well as other classes of porous solids reported so far. The potential of this solid for physisorption based-applications was further confirmed by (i) an adsorbent performance indicator (API) which exceeds that previously evaluated for many MOFs, (ii) an easy regeneration under mild condition as revealed by high-throughput manometric adsorption experiments although a relatively high CO2 adsorption enthalpy was confirmed by microcalorimetry, and (ill) a good stability under moisture.",['chim']
A new formulation of EntomoPathogenic Nematodes (EPNs) vectorization of biological control agents,A new formulation of EntomoPathogenic Nematodes (EPNs) vectorization of biological control agents . Réunion du Consortium Biocontrôle,['sde']
"Private labels, national brands and food prices","We study the relationships between national brand prices and the development of private labels, using home-scanned data from a consumer survey reporting purchases for 218 food products. In a significant number of cases (144 out of 218), we observe a positive correlation (89%) between brand price and purchases of private labels. When controlling for changes in the products quality, we still find a positive relation between private label development and national brand prices. Thus, the change in the national brand product characteristics only partly explains the increase in the national brand prices. Furthermore, the price reactions of national brands differ according to the type of private labels they are facing. Finally, we demonstrate that the development of private labels has less effect on the prices of second-tier brands than prices of the leading brand.",['shs']
Robust frontier estimation from noisy data: a Tikhonov regularization approach,"In stochastic frontier models, the regression function defines the production frontier and the regression errors are assumed to be composite. The actually observed outputs are assumed to be contaminated by a stochastic noise. The additive regression errors are composed from this noise term and the one-sided inefficiency term. The aim is to construct a robust nonparametric estimator for the production function. The main tool is a robust concept of partial, expected maximum production frontier, defined as a special probability-weighted moment. In contrast to the deterministic one-sided error model where robust partial frontier modeling is fruitful, the composite error problem requires a substantial different treatment based on deconvolution techniques. To ensure the identifiability of the model, it is sufficient to assume an independent Gaussian noise. In doing so, the frontier estimation necessitates the computation of a survival function estimator from an illposed equation. A Tikhonov regularized solution is constructed and nonparametric frontier estimation is performed. The asymptotic properties of the obtained survival function and frontier estimators are established. Practical guidelines to effect the necessary computations are described via a simulated example. The usefulness of the approach is discussed through two concrete data sets from the sector of Delivery Services.",['shs']
Dynamics of plastic deformation based on restoring and energy dissipative mechanisms in plasticity,"The dynamics of plasticity is considered based on the field theoretical approach developed by physical mesomechanics. The equation of motion governing mesoscopic volume elements in plastically deforming media is derived from the mesomechanical field equation. Theoretical analysis on this equation of motion indicates that in the plastic regime solid-state media exert two types of forces; the restoring force and energy dissipating force. The former is associated with the shear modulus, and causes the displacement field to be oscillatory. The latter is associated with a quantity analogous to the electric charge, and causes the displacement field to be decaying. Experimental observations that support these theoretical considerations are presented.",['spi']
Experimental and Theoretical Study of Multiscale Damage-Failure Transition in Very High Cycle Fatigue,"Multiscale mechanisms of failure of metals (Armco iron, titanium, aluminum) are studied for high cycle and very high cycle fatigue. By correlating with the results of structural studies, a theoretical approach is developed to describe fatigue crack kinetics in damaged material under high cycle and very high cycle fatigue loading conditions. Stages of crack nucleation and propagation are analyzed using the profilometry data from the fracture surface. The scale invariance of fracture surface roughness is established, which allows an explanation of the self-similar nature of fatigue crack kinetics under high cycle and very high cycle fatigue. Variation of elastic-plastic properties of Armco iron under very high cycle fatigue is studied using an acoustic resonance method. It is found that the material density decreases during fatigue damage accumulation, with the minimum of the material density in the bulk of the specimen.",['spi']
Location Determination in Online Social Network Profiles.,"In online social networks individuals are given the option to reveal on their online profiles some personal information about themselves including, among others, their home loca- tion that, if specified, is typically referred to with a toponym. A toponym disclosed by an individual on her profile, or self- reported toponym (e.g., “London”), is often ambiguous and may be interpreted as the name of different geographic lo- cations (“London, U.K.”, “London, Ontario, Canada”, “Lon- don, Arkansas, USA”). The determination of the right inter- pretation of a self-reported toponym is challenging because the profile of an individual usually lacks the contextual in- formation that can be used to disambiguate the toponym. In this paper, we propose LocusRank, an algorithm for the disambiguation (or resolution) of the self-reported to- ponyms in online social network profiles. More precisely, Lo- cusRankchooses the right interpretation of a self-reported toponym of an individual by using the (possibly ambigu- ous) self-reported toponyms of her friends. Besides, Locus- Rankcan also be used to infer with good accuracy the home location of profiles that do not even have a self-reported to- ponym. We evaluated LocusRankwith good results on a dataset of profiles obtained from two real social networks, namely Flickr and LiveJournal.",['info']
Collaboration within the Surgical Suite : BoardProbe Design For and With the Surgical TeamCollaboration au sein du Bloc Operatoire : BoardProbe Design Pour et Avec l'Equipe Chirurgicale,"The expectations of computerizing hospitals are high, in the belief that it will improve health care quality, reduce costs, and increase administrative efficiency. However, effective computerization of hospitals is a real challenge. The explanations of this failure are typical of HCI misdesign. In this paper, we focus on the computer support of the activity within the surgical suite. Our research objectives are to understand the local activity at the DUNN Operating Rooms surgical suite of the Houston Methodist Hospital, propose a technological solution to instrument the staff activity, and deliver a design method and a toolkit to adapt our solutions to other hospitals.Les attentes de l'informatisation des hôpitaux sont fortes: elle devrait améliorer la qualité des soins, réduire les coûts et améliorer l'efficacité de l'administration. Cependant, une informatisation des hôpitaux efficiente reste un défi. Les explications qui sous-tendent ces difficultés sont typiques d'un problème de conception IHM. Dans cet article, nous nous concentrons sur le support informatisé à l'activité de la ""suite chirurgicale"". Nos objectifs de recherche sont de comprendre l'activité spécifique à la suite chirurgicale DUNN OR du Houston Methodist Hospital, proposer une solution technologique pour instrumenter l'activité du personel et proposer une méthode de design et une toolkit pour adapter nos solutions à d'autres hôpitaux.",['info']
New technology to improve the efficiency of photovoltaic cells for producing energy,"Due to increasing worldwide energy needs, several technologies have been elaborated to meet this demand. One of these developments concerns solar energy, which has already been in use for several decades. The main solar technologies were developed in the sixties and seventies with monocrystalline and multicrystalline technologies. Subsequently, a new, more efficient, technology with a ribbon system became available. These different technologies have similar processes and applications. Several Life Cycle Assessment (LCA) studies have been carried out to identify and to compare the environmental impacts of photovoltaic systems and nuclear systems, lignite systems etc. These studies have shown that the main problem with photovoltaic technologies is the decreasing efficiency during the using phase, and that is why some impacts appear higher when compared to other technologies. However, in order to justify the benefits of this new technology, it is necessary to assess environmental impacts and to compare them with the conventional technologies. The second challenge in this research work is to carry out the LCA. Our proposal shows the preliminary LCA results of this technology, but it also indicates the difficulties and the limitations of assessing the environmental impact of such products. Even if standards, tools and databases exist for completing the LCA, nano-products are quite new and a full LCA study is difficult to conduct due to the lack of information in the actual databases of the Life Cycle Inventory and the characterization factors in the calculation methods.","['sde', 'spi']"
